term,coef,std_err,t,p_value,ci_low,ci_high,model,r_squared,adj_r_squared,n_obs
C(year_month)[T.2024-12],-0.018719901467252012,0.053794886602385655,-0.3479866331091371,0.7278502221157231,-0.12415594176034417,0.08671613882584014,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-01],-0.10297823584898354,0.05546916885537732,-1.8564950219008118,0.06338303192728183,-0.21169580905789392,0.005739337359926863,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-02],-0.043202696563679706,0.05604494771250327,-0.7708580046376144,0.440791101485594,-0.1530487755956166,0.06664338246825718,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-03],-0.04084813323205299,0.05664252847831412,-0.7211565996332933,0.4708131708350759,-0.15186544904283303,0.07016918257872704,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-04],-0.08155077766338252,0.05804061242081737,-1.4050640450191525,0.16000223455154772,-0.19530828764883268,0.03220673232206765,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-05],-0.13096779293288302,0.05343297921633228,-2.451066641869962,0.01424335802000531,-0.23569450778357154,-0.026241078082194516,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-06],-0.09506419531859464,0.05283667448332943,-1.7992085279437575,0.07198570096520586,-0.1986221743687868,0.00849378373159751,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-07],-0.002742874308225604,0.057612817160412194,-0.047608751722530415,0.9620280570745877,-0.11566192099052469,0.11017617237407348,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-08],0.010681272870449399,0.058754320924301114,0.18179552928900528,0.8557431931698884,-0.10447508007728888,0.1258376258181877,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-09],-0.05500743022324282,0.054786296821318206,-1.004036290363735,0.31536112174476405,-0.16238659883934775,0.052371738392862105,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-10],-0.01987468564949728,0.0528653621906625,-0.37594910591585246,0.706954732619668,-0.12348889157286128,0.08373952027386672,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-11],0.002749015078737132,0.053205002617833314,0.05166835717466376,0.9587929508646192,-0.10153087384957546,0.10702890400704973,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
C(year_month)[T.2025-12],-0.060337628850499404,0.05884348551498179,-1.0253918224327008,0.3051783451721849,-0.17566874118466808,0.05499348348366926,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
persuasive_power_index_z,0.03041671545214572,0.01317993573043948,2.3078045351842915,0.021010010577334155,0.004584516101931731,0.05624891480235971,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
very_high_reach,1.1700538377011886,0.10617819151652802,11.01971903071126,3.070158837341776e-28,0.9619484063851974,1.3781592690171798,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
persuasive_power_index_z:very_high_reach,-0.33967033834922516,0.036999134141383526,-9.180494252953448,4.2911725629570167e-20,-0.4121873087255032,-0.26715336797294714,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
verified,0.5200391174591846,0.05273542443002185,9.861286281089084,6.125951929532776e-23,0.4166795848669081,0.6233986500514611,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
account_age_years,-0.005855937292350926,0.005917224900604175,-0.9896425082225637,0.3223488850243007,-0.01745348498595871,0.005741610401256858,RQ3_High_Visibility,0.11125829111859664,0.10840490146431703,10000
