term,coef,std_err,t,p_value,ci_low,ci_high,model,r_squared,adj_r_squared,n_obs
C(year_month)[T.2024-07],-0.10045505452828496,0.06006680934381997,-1.6723887222523226,0.09444769451703414,-0.2181838375084061,0.01727372845183618,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2024-08],-0.08041517755928893,0.05500295299422173,-1.462015640646364,0.1437369238964399,-0.18821898447131302,0.027388629352735186,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2024-09],-0.0507435696911383,0.054501001410732046,-0.9310575655064229,0.3518237875067879,-0.1575635695775398,0.05607643019526319,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2024-10],0.0191192654747174,0.05722200799481537,0.3341243368539201,0.7382857362032973,-0.09303380931818375,0.13127234026761855,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2024-11],-0.10722269999849862,0.05529692161452622,-1.9390356075505615,0.05249700251011851,-0.21560267481890447,0.0011572748219072226,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2024-12],0.0035366293469044213,0.053243172498204455,0.06642409122077932,0.9470401905346518,-0.10081807117222981,0.10789132986603865,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-01],-0.08487725161431733,0.054335955967979244,-1.5620826044605969,0.11826853032357529,-0.19137376837711084,0.02161926514847619,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-02],-0.03376420268108256,0.05450011597595946,-0.6195253363493076,0.5355703362354074,-0.14058246714721911,0.073054061785054,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-03],-0.03336748780743398,0.055196617701788984,-0.6045205158712561,0.545497633516129,-0.1415508705713664,0.07481589495649843,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-04],-0.06121750423537206,0.056867168323589526,-1.076499956653863,0.28170372027389046,-0.17267510605238454,0.050240097581640414,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-05],-0.12473205255157499,0.05283341074375284,-2.3608555797492903,0.018232829559200157,-0.22828363478974212,-0.021180470313407876,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-06],-0.08901849004794818,0.05256676428961488,-1.6934367418451646,0.09037236620971582,-0.19204745483939958,0.014010474743503226,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-07],0.01624452682951326,0.05590887626163254,0.29055362789792044,0.7713927301469339,-0.09333485705939289,0.12582391071841942,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-08],0.015994938229201283,0.05800852981997381,0.2757342459607349,0.7827521904115717,-0.09769969101406513,0.12968956747246768,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-09],-0.03959435749886385,0.053858697665324126,-0.7351525234587302,0.46224660946177654,-0.14515546517713063,0.06596675017940293,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-10],-0.020697671524625844,0.05286125005678934,-0.3915471446927596,0.6953928480167968,-0.12430381781369884,0.08290847476444715,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-11],-0.009198135718971028,0.05279564709474619,-0.1742214789500393,0.8616914059111298,-0.11267570256516031,0.09427943112721825,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
C(year_month)[T.2025-12],-0.06790115535087275,0.0595489157263796,-1.1402584668857907,0.2541786356579516,-0.1846148854929876,0.0488125747912421,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
log_reach,0.7435896573665888,0.17551370242495434,4.236647322077493,2.2688207782997517e-05,0.3995891218203979,1.0875901929127796,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
log_reach_sq,-0.026213166448583104,0.009287548260076578,-2.822398949059886,0.004766584088603881,-0.04441642654301084,-0.008009906354155369,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
verified,0.4689568814713824,0.048178420508571254,9.733753753673845,2.1645456235303857e-22,0.37452891244255687,0.563384850500208,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
account_age_years,-0.005989166921438344,0.005325139665144868,-1.1246966836644297,0.26071758749914353,-0.016426248877767967,0.00444791503489128,RQ2_Diminishing_Returns,0.13934222534400065,0.13666562110901503,10000
